COMPLETE_TEXT,COUNT,RARITY,TOKEN_ID
the first inflationary mooncat-derivative rock pfp nft to be sold at a yardsale,1,0.02%,[2019]
the first solar powered avastar-derivative animal themed pfp nft inspired by christianity,1,0.02%,[4172]
the first photography nft on polkadot to be featured on the shopping network,1,0.02%,[4365]
the first erotic stylegan nft on eos that mutates over time,1,0.02%,[848]
the first cash grab nft,1,0.02%,[333442]
the first ponzi vegetable 10k avatar nft to be sold at mcdonald's,1,0.02%,[9461]
the first copy minted user-curated generative cellular automata art nft declared historic by a gatekeeper,1,0.02%,[812456]
the first copy minted long form generative nuclear audio nft on namecoin declared to be a 'good bet' by dcinvestor,1,0.02%,[780586]
the first generative art nft on polygon declared to be a 'good bet' by a washed up celebrity,1,0.02%,[5771]
the first on-chain cherrypicked generative nuclear smell-o-vision nft inspired by impressionism,1,0.02%,[345633]
the first composable photography nft on polkadot with pixel data stored on a 5.25 inch floppy,1,0.02%,[5586]
the first photography nft on solana,1,0.02%,[6526]
the first ahistorical user-curated generative cellular automata text nft on polygon to be airdropped to punk holders,1,0.02%,[87315]
the first future-oriented generative art nft made entirely with 100% wagyu beef,1,0.02%,[5330]
the first cherrypicked generative 3d poetry nft on namecoin pumped by an academic institution,1,0.02%,[640]
the first retro audio nft,1,0.02%,[239630]
the first techno utopian cherrypicked generative text nft on ethereum to be sold at sotheby's,1,0.02%,[83076]
the first audio nft on ethereum that disappears over time,1,0.02%,[5885]
the first gan nft on namecoin redeemable for doge,1,0.02%,[2053]
the first long form generative 3d art nft on namecoin pumped by artchick,1,0.02%,[42395]
the first generative art nft on eos made entirely with 100% solidity,1,0.02%,[22911]
the first on-chain female ai chatbot nft redeemable for bitchcoin,1,0.02%,[81249]
the first ahistorical quantum ai gan nft on bsc monopolized by the crypto nouveau-riche,1,0.02%,[999991]
the first female ai chatbot nft deemed crypto-native by a right wing news anchor,1,0.02%,[457]
the first conceptual art nft with metadata stored on punchcards,1,0.02%,[55138]
the first conceptual art nft on polkadot burnable for tulip bulbs,1,0.02%,[495]
the first windows 95 screensaver nft on solana to render the network unusable,1,0.02%,[814452]
the first user-curated generative text nft on polygon that puts a curse on the owner on transfer,1,0.02%,[1626]
the first windows 95 screensaver nft on bsc to be sold at a fleamarket for a pittance,1,0.02%,[3952]
the first deflationary photography nft deemed a historical artifact by the sec,1,0.02%,[2175]
the first deflationary conceptual art nft with rgb values stored in svg format in calldata,1,0.02%,[873671]
the first edible stylegan nft on polygon to be sold at mcdonald's,1,0.02%,[4090]
the first techno utopian conceptual art nft to be airdropped to ab burners,1,0.02%,[54892]
the first long form generative recursive poetry nft on polkadot deemed culturally significant by a dao vote,1,0.02%,[4753]
the first female ai chatbot nft on tezos to be sold on a sinusoidal bonding curve,1,0.02%,[33313]
the first ahistorical nft on ethereum with audio data stored in svg format on a 5.25 inch floppy,1,0.02%,[4473]
the first community oriented 10k avatar nft to be featured in the onion,1,0.02%,[8075]
the first female ai chatbot nft on ethereum inspired by greed,1,0.02%,[4652]
the first inflationary conceptual art nft on ethereum inspired by socialism,1,0.02%,[88800]
the first cherrypicked generative art nft to be sold at mcdonald's for a record price,1,0.02%,[5566]
the first animal themed pfp nft inspired by pokemon,1,0.02%,[6352]
the first punk-derivative body parts pfp nft on polkadot to be sold at sotheby's for a record price,1,0.02%,[6452]
the first rock pfp nft on eos to be airdropped to loot holders,1,0.02%,[8750]
the first cash grab generative art nft heralded as a historical artifact by a right wing news anchor,1,0.02%,[264]
the first collectible user-curated generative fractal literature nft on cardano redeemable for squirrel pelts,1,0.02%,[89562]
the first collectible user-curated generative smell-o-vision nft on solana landgrabbed by an art critic,1,0.02%,[8101]
the first user-curated generative nuclear audio nft on tezos to render the network unusable,1,0.02%,[69108]
the first edible nft deemed a historic technical achievement by the new york times,1,0.02%,[11500]
the first rock pfp nft inspired by the old masters,1,0.02%,[5270]
the first rare pepe-derivative animal themed pfp nft on polygon to be sold on a fomo ramp,1,0.02%,[744744]
the first conceptual art nft on bsc with pixel data stored in wav format on punchcards,1,0.02%,[91841]
the first composable windows 95 screensaver nft inspired by pokemon,1,0.02%,[500001]
the first erotic generative art nft pumped by a museum curator,1,0.02%,[10589]
the first successful photography nft,1,0.02%,[54646]
the first playful user-curated generative dick pic nft on namecoin to disrupt a federal government,1,0.02%,[2934]
the first rock 10k avatar nft declared to be worthless by a dao vote,1,0.02%,[254]
the first cherrypicked generative text nft on solana,1,0.02%,[4985]
the first vegetable pfp nft fuded by the crypto nouveau-riche,1,0.02%,[808080]
the first open edition cherrypicked generative poetry nft on polygon to be sold at mcdonald's,1,0.02%,[31119]
the first open edition user-curated generative nuclear music nft on eos with metadata stored in morse code in the glove compartment,1,0.02%,[875964]
the first retro furniture themed 10k avatar nft on polkadot to be sold at a fleamarket for a record price,1,0.02%,[1429]
the first play-to-earn audio nft that you 'should not sleep on' as declared by a gatekeeper,1,0.02%,[9647]
the first user-curated generative flow field poetry nft on bsc deemed historic by a dao vote,1,0.02%,[79568]
the first short form generative audio nft on polygon to be sold on a sinusoidal bonding curve,1,0.02%,[7811]
the first collectible ab-derivative body parts 10k avatar nft on bsc to be sold at a police auction for a pittance,1,0.02%,[4833]
the first cherrypicked generative smell-o-vision nft to be featured on a cereal box,1,0.02%,[1542]
the first collaborative long form generative smell-o-vision nft on polkadot to be airdropped to autoglyph holders,1,0.02%,[3434]
the first 1/1 conceptual art nft flipped by a vc fund,1,0.02%,[259]
the first long form generative poetry nft on polkadot burnable for b20,1,0.02%,[2771]
the first dick pic nft to be sold at mcdonald's for a pittance,1,0.02%,[4267]
the first copy minted furniture themed 10k avatar nft to be featured on the shopping network,1,0.02%,[354129]
the first play-to-earn short form generative audio nft inspired by cubism,1,0.02%,[600001]
the first community oriented long form generative nuclear audio nft redeemable for agld,1,0.02%,[4072]
the first cash grab long form generative spirograph dick pic nft on polygon to be airdropped to ab burners,1,0.02%,[5863]
the first nft on cardano to be airdropped to mooncat holders,1,0.02%,[100827]
the first deflationary gan nft to be sold at a police auction for a pittance,1,0.02%,[1706]
the first on-chain 10k avatar nft on tezos with rgb values stored in morse code in a rolodex,1,0.02%,[1207]
the first on-chain user-curated generative dick pic nft on solana redeemable for mobile phone minutes,1,0.02%,[699420]
the first nft inspired by techno utopianism,1,0.02%,[3783]
the first retro body parts 10k avatar nft deemed a historical artifact by the sec,1,0.02%,[52464]
the first pixel art nft on cardano deemed to be a schelling point by a museum curator,1,0.02%,[24810]
the first user-curated generative mathematical art nft on polkadot to be sold using a vickrey auction,1,0.02%,[40423]
the first punk-derivative body parts 10k avatar nft on bsc rugged by a museum curator,1,0.02%,[6356]
the first cherrypicked generative recursive music nft on eos with rgb values stored on a 5.25 inch floppy,1,0.02%,[286055]
the first user-curated generative poetry nft on eos flipped by rhea myers,1,0.02%,[63724]
the first deflationary long form generative text nft on polygon to disrupt a federal government,1,0.02%,[4835]
the first conceptual art nft deemed culturally significant by a dao vote,1,0.02%,[555552]
the first cherrypicked generative text nft landgrabbed by a right wing news anchor,1,0.02%,[87441]
the first future-oriented 10k avatar nft burnable for usd,1,0.02%,[7331]
the first cherrypicked generative flow field poetry nft on polygon burnable for fastcash,1,0.02%,[5151]
the first quantum ai gan nft that you 'should not sleep on' as declared by a dao vote,1,0.02%,[3893]
the first long form generative volumetric dick pic nft to be sold on a true bonding curve,1,0.02%,[883383]
the first user-curated generative dick pic nft on bsc to be featured in the onion,1,0.02%,[88322]
the first techno utopian fruit themed pfp nft that explodes on transfer,1,0.02%,[999147]
the first on-chain short form generative music nft on tezos to be sold at a yardsale,1,0.02%,[903]
the first short form generative recursive literature nft to be sold at a police auction for a pittance,1,0.02%,[2596]
the first cherrypicked generative fractal text nft to be sold using a vickrey auction,1,0.02%,[8327]
the first low effort photography nft redeemable for agld,1,0.02%,[475468]
the first nft redeemable for a physical copy,1,0.02%,[499664]
the first successful dick pic nft on polygon cornered by the crypto nouveau-riche,1,0.02%,[900]
the first inflationary cherrypicked generative spirograph poetry nft to be featured at the moma,1,0.02%,[9429]
the first user-curated generative nuclear poetry nft to become self aware,1,0.02%,[3911]
the first successful long form generative architecture nft on bsc with rgb values stored in betamax format in calldata,1,0.02%,[5777]
the first stylegan nft on cardano inspired by socialism,1,0.02%,[2928]
the first cherrypicked generative recursive literature nft with a dramatic title,1,0.02%,[41314]
the first solar powered photography nft flipped by the crypto nouveau-riche,1,0.02%,[46505]
the first erotic ab-derivative body parts 10k avatar nft with pixel data stored on arweave,1,0.02%,[808887]
the first gan nft on polkadot deemed culturally significant by the sec,1,0.02%,[192675]
the first successful windows 95 screensaver nft on bsc swing traded by a washed up celebrity,1,0.02%,[212121]
the first erotic autoglyph-derivative animal themed 10k avatar nft on cardano,1,0.02%,[7435]
the first low effort audio nft on polygon with rgb values stored on arweave,1,0.02%,[42690]
the first copy minted quantum ai gan nft on cardano deemed culturally significant by the sec,1,0.02%,[4535]
the first deflationary fruit themed 10k avatar nft on ethereum that can be staked for rai stones,1,0.02%,[1174]
the first solar powered gan nft to be airdropped to avastar burners,1,0.02%,[87533]
the first ponzi pixel art nft on bsc to be sold at christie's,1,0.02%,[67843]
the first body parts pfp nft on polygon inspired by techno utopianism,1,0.02%,[1310]
the first erotic long form generative volumetric smell-o-vision nft deemed to be moma material by an art critic,1,0.02%,[5564]
the first conceptual art nft on ethereum with audio data stored in betamax format on a sidechain,1,0.02%,[3541]
the first stylegan nft on bsc to have their floor swept by beanie,1,0.02%,[333441]
the first composable rare pepe-derivative animal themed 10k avatar nft declared historic by a washed up celebrity,1,0.02%,[5434]
the first short form generative audio nft on solana to be airdropped to autoglyph holders,1,0.02%,[3523]
the first user-curated generative poetry nft to be airdropped to avastar holders,1,0.02%,[1865]
the first user-curated generative spirograph text nft on ethereum made entirely with 100% brainfuck,1,0.02%,[420000]
the first 10k avatar nft with pixel data stored in calldata,1,0.02%,[1179]
the first successful long form generative cellular automata music nft to be featured in the onion,1,0.02%,[989]
the first user-curated generative mathematical literature nft on tezos with rgb values stored in svg format on punchcards,1,0.02%,[888871]
the first gan nft on eos deemed a historical artifact by a dao vote,1,0.02%,[887546]
the first user-curated generative text nft to run a four minute mile,1,0.02%,[55137]
the first playful dick pic nft on tezos with pixel data stored on arweave,1,0.02%,[2174]
the first windows 95 screensaver nft on tezos to be featured in playboy magazine,1,0.02%,[1793]
the first stylegan nft on namecoin burnable for bitchcoin,1,0.02%,[4454]
the first vegan 10k avatar nft on eos to be sold at sotheby's for a record price,1,0.02%,[9420]
the first ahistorical audio nft on tezos to disrupt a federal government,1,0.02%,[8590]
the first conceptual art nft on solana to be airdropped to mooncat burners,1,0.02%,[55136]
the first long form generative cellular automata text nft on cardano cornered by a vc fund,1,0.02%,[3609]
the first viral pixel art nft on tezos to be sold at a fleamarket for a record price,1,0.02%,[3245]
the first techno utopian 10k avatar nft to be featured at the moma,1,0.02%,[1400]
the first erotic long form generative literature nft on cardano redeemable for physical toilet paper,1,0.02%,[2891]
the first ab-derivative furniture themed 10k avatar nft on bsc to be sold at a fleamarket,1,0.02%,[3542]
the first cherrypicked generative music nft on cardano redeemable for a physical copy,1,0.02%,[49781]
the first loot-derivative body parts pfp nft on bsc to be sold at a fleamarket,1,0.02%,[4469]
the first long form generative fractal smell-o-vision nft denounced as 'low effort' by the new york times,1,0.02%,[7813]
the first future-oriented short form generative recursive audio nft on cardano to be sold at a fleamarket,1,0.02%,[34489]
the first dick pic nft redeemable for physical streetwear,1,0.02%,[120000]
the first 10k avatar nft with metadata stored in morse code on ipfs,1,0.02%,[3898]
the first nft to be airdropped to rare pepe burners,1,0.02%,[11709]
the first collaborative generative art nft to be sold at christie's for a record price,1,0.02%,[4346]
the first long form generative text nft on namecoin declared historic by the vatican,1,0.02%,[4894]
the first nft on polkadot inspired by socialism,1,0.02%,[639]
the first audio nft,1,0.02%,[4536]
the first inflationary avastar-derivative pirate themed 10k avatar nft on polkadot that you 'should not sleep on' as declared by a crypto bro,1,0.02%,[8707]
the first viral long form generative poetry nft redeemable for adrenochrome,1,0.02%,[4347]
the first pixel art nft on cardano to be sold at a fleamarket for a record price,1,0.02%,[113000]
the first deflationary dick pic nft on eos to be airdropped to avastar holders,1,0.02%,[3543]
the first long form generative nuclear dick pic nft to run a four minute mile,1,0.02%,[638]
the first edible female ai chatbot nft on cardano to be sold at a yardsale,1,0.02%,[3900]
the first low effort pixel art nft that mutates on transfer,1,0.02%,[2764]
the first deflationary generative art nft that can be staked for bitchcoin,1,0.02%,[55135]
the first collaborative animal themed 10k avatar nft on ethereum inspired by antidisestablishmentarianism,1,0.02%,[78916]
the first low effort pixel art nft on polkadot,1,0.02%,[412564]
the first low effort pixel art nft,1,0.02%,[4829]
the first cherrypicked generative literature nft on cardano hacked by artchick,1,0.02%,[1624]
the first cherrypicked generative music nft on bsc made entirely with 100% vanilla javascript,1,0.02%,[5926]
the first ab-derivative animal themed pfp nft on ethereum with metadata stored in contract storage,1,0.02%,[322]
the first 1/1 conceptual art nft on solana to disrupt a federal government,1,0.02%,[4173]
the first ponzi audio nft inspired by antidisestablishmentarianism,1,0.02%,[5661]
the first short form generative literature nft redeemable for tulip bulbs,1,0.02%,[200000]
the first ab-derivative rock pfp nft hyper commodified by a museum curator,1,0.02%,[1728]
the first copy minted female ai chatbot nft flipped by the us government,1,0.02%,[8943]
the first copy minted quantum ai gan nft on solana to render the network unusable,1,0.02%,[6144]
the first short form generative smell-o-vision nft on tezos pumped by a right wing news anchor,1,0.02%,[3899]
the first quantum ai gan nft denounced as 'low effort' by a right wing news anchor,1,0.02%,[993]
the first vegan stylegan nft on solana to be minted during a solar eclipse,1,0.02%,[80000]
the first cherrypicked generative flow field architecture nft declared to be worthless by the new york times,1,0.02%,[333111]
the first deflationary cherrypicked generative text nft that can be staked for agld,1,0.02%,[5329]
the first long form generative poetry nft on cardano inspired by cubism,1,0.02%,[32422]
the first collectible dick pic nft inspired by nihilism,1,0.02%,[2173]
the first low effort windows 95 screensaver nft on namecoin burnable for mobile phone minutes,1,0.02%,[1206]
the first conceptual art nft to run a four minute mile,1,0.02%,[36326]
the first play-to-earn long form generative audio nft on eos monopolized by the us government,1,0.02%,[3478]
the first inflationary loot-derivative rock pfp nft on ethereum to be sold at christie's,1,0.02%,[3843]
the first punk-derivative animal themed 10k avatar nft made entirely with 100% vanilla javascript,1,0.02%,[56481]
the first edible 10k avatar nft on bsc burnable for rai stones,1,0.02%,[847]
the first erotic windows 95 screensaver nft denounced as 'low effort' by an art critic,1,0.02%,[19143]
the first dick pic nft burnable for mobile phone minutes,1,0.02%,[11110]
the first techno utopian punk-derivative fruit themed pfp nft with metadata stored in wav format in contract storage,1,0.02%,[944]
the first playful user-curated generative text nft to be featured on a cereal box,1,0.02%,[15474]
the first ahistorical dick pic nft on cardano to render the network unusable,1,0.02%,[475467]
the first audio nft to be sold at a fleamarket for a pittance,1,0.02%,[112358]
the first user-curated generative smell-o-vision nft with audio data stored in svg format on punchcards,1,0.02%,[41423]
the first cherrypicked generative smell-o-vision nft on eos burnable for parmigiano-reggiano,1,0.02%,[722]
the first cherrypicked generative fractal text nft with pixel data stored in a rolodex,1,0.02%,[111118]
the first solar powered generative art nft to be featured at the moma,1,0.02%,[808888]
the first user-curated generative flow field dick pic nft on eos redeemable for fastcash,1,0.02%,[6153]
the first copy minted short form generative fractal art nft to be minted during a solar eclipse,1,0.02%,[78915]
the first solar powered punk-derivative rock 10k avatar nft deemed to be moma material by the vatican,1,0.02%,[1702]
the first autoglyph-derivative animal themed 10k avatar nft on eos to become self aware,1,0.02%,[75827]
the first gan nft on polkadot with audio data stored in betamax format on arweave,1,0.02%,[7955]
the first dick pic nft on ethereum cornered by the crypto nouveau-riche,1,0.02%,[51313]
the first quantum ai gan nft on cardano to sell out immediately,1,0.02%,[11294]
the first dick pic nft on ethereum to be sold at mcdonald's,1,0.02%,[1623]
the first serious nft on polygon inspired by techno utopianism,1,0.02%,[4564]
the first dick pic nft swing traded by a vc fund,1,0.02%,[273111]
the first stylegan nft on cardano denounced as ahistorical by kevin abosch,1,0.02%,[9869]
the first female ai chatbot nft on eos to cause a gas war,1,0.02%,[56453]
the first cherrypicked generative mathematical poetry nft to be airdropped to autoglyph holders,1,0.02%,[1622]
the first conceptual art nft on namecoin with pixel data stored in svg format in a rolodex,1,0.02%,[19569]
the first body parts pfp nft on eos with rgb values stored on arweave,1,0.02%,[7669]
the first edible gan nft deemed to be moma material by the sec,1,0.02%,[4204]
the first short form generative music nft on eos with pixel data stored in morse code on arweave,1,0.02%,[4854]
the first community oriented female ai chatbot nft to be sold at christie's for a record price,1,0.02%,[2172]
the first erotic photography nft to be sold on a sinusoidal bonding curve,1,0.02%,[662]
the first cherrypicked generative text nft to be airdropped to ab holders,1,0.02%,[6493]
the first quantum ai gan nft on solana to be sold on a linearly decreasing price ramp,1,0.02%,[8979]
the first low effort cherrypicked generative spirograph music nft on namecoin declared historic by the new york times,1,0.02%,[4563]
the first collaborative dick pic nft on ethereum that can be staked for agld,1,0.02%,[19559]
the first retro short form generative volumetric music nft on polygon denounced as a cash grab by dcinvestor,1,0.02%,[66676]
the first pirate themed 10k avatar nft on cardano to travel at mach 1,1,0.02%,[7998]
the first fruit themed 10k avatar nft on solana to be sold at a fleamarket,1,0.02%,[3895]
the first techno utopian user-curated generative fractal dick pic nft on cardano with audio data stored in wav format in the glove compartment,1,0.02%,[6492]
the first stylegan nft to be sold on a fomo ramp,1,0.02%,[3896]
the first techno utopian generative art nft on ethereum flipped by the sec,1,0.02%,[9532]
the first copy minted cherrypicked generative cellular automata art nft inspired by cubism,1,0.02%,[19558]
the first deflationary nft to be sold at a police auction for a record price,1,0.02%,[5215]
the first cherrypicked generative nuclear literature nft on bsc to be airdropped to loot holders,1,0.02%,[1998]
the first stylegan nft on polkadot to be sold at a yardsale,1,0.02%,[34512]
the first edible long form generative fractal smell-o-vision nft on solana to be sold at christie's for a record price,1,0.02%,[88388]
the first inflationary pixel art nft that shrinks based on geographic location,1,0.02%,[6174]
the first open edition cherrypicked generative music nft with audio data stored on arweave,1,0.02%,[8116]
the first stylegan nft to be featured on the shopping network,1,0.02%,[1479]
the first future-oriented windows 95 screensaver nft hyper commodified by a crypto bro,1,0.02%,[5216]
the first viral vegetable pfp nft with metadata stored in morse code in calldata,1,0.02%,[754646]
the first long form generative dick pic nft burnable for canadian tire money,1,0.02%,[19556]
the first pirate themed pfp nft on bsc to be sold at a police auction for a record price,1,0.02%,[315838]
the first inflationary photography nft made entirely with 100% cobol,1,0.02%,[3400]
the first cash grab stylegan nft on bsc inspired by capitalism,1,0.02%,[3874]
the first pixel art nft burnable for tulip bulbs,1,0.02%,[69999]
the first successful generative art nft deemed culturally significant by a dao,1,0.02%,[3674]
the first community oriented user-curated generative poetry nft deemed a historic technical achievement by pranksy,1,0.02%,[1792]
the first play-to-earn autoglyph-derivative animal themed 10k avatar nft on cardano to render the network unusable,1,0.02%,[35234]
the first techno utopian cherrypicked generative literature nft on eos deemed to be a schelling point by the sec,1,0.02%,[643891]
the first community oriented long form generative nuclear art nft on cardano to be featured in playboy magazine,1,0.02%,[338833]
the first play-to-earn cherrypicked generative art nft to be sold at mcdonald's for a pittance,1,0.02%,[420422]
the first female ai chatbot nft deemed a historic technical achievement by the sec,1,0.02%,[315837]
the first short form generative text nft made entirely with 100% wagyu beef,1,0.02%,[5312]
the first vegetable 10k avatar nft on bsc to be airdropped to avastar holders,1,0.02%,[3554]
the first playful 10k avatar nft on cardano with rgb values stored in a rolodex,1,0.02%,[5746]
the first cherrypicked generative flow field audio nft on ethereum burnable for rai stones,1,0.02%,[2171]
the first windows 95 screensaver nft deemed to be a schelling point by the sec,1,0.02%,[6698]
the first vegan stylegan nft on ethereum that can be staked for bitchcoin,1,0.02%,[420423]
the first audio nft on polygon with a dramatic title,1,0.02%,[338811]
the first cherrypicked generative literature nft monopolized by an art critic,1,0.02%,[6582]
the first erotic generative art nft on cardano to become self aware,1,0.02%,[33330]
the first short form generative nuclear dick pic nft on polygon to be featured in playboy magazine,1,0.02%,[4765]
the first erotic avastar-derivative pirate themed 10k avatar nft on tezos to have their floor swept by beanie,1,0.02%,[962]
the first deflationary punk-derivative fruit themed 10k avatar nft inspired by pokemon,1,0.02%,[8749]
the first erotic short form generative fractal art nft on polygon to be airdropped to loot burners,1,0.02%,[991]
the first stylegan nft on polkadot heralded as a 'new art medium' by the sec,1,0.02%,[543210]
the first open edition long form generative smell-o-vision nft deemed culturally significant by pranksy,1,0.02%,[420424]
the first serious animal themed 10k avatar nft to be featured in the onion,1,0.02%,[992]
the first viral ab-derivative fruit themed pfp nft on ethereum cornered by the crypto nouveau-riche,1,0.02%,[111813]
the first solar powered stylegan nft to be sold at a yardsale,1,0.02%,[133742]
the first pixel art nft to be sold at a yardsale,1,0.02%,[269]
the first collaborative stylegan nft made entirely with 100% usda beef,1,0.02%,[6588]
the first serious nft on eos deemed culturally significant by a right wing news anchor,1,0.02%,[65834]
the first on-chain generative art nft that shrinks over time,1,0.02%,[7515]
the first play-to-earn mooncat-derivative furniture themed 10k avatar nft that mutates on transfer,1,0.02%,[6746]
the first user-curated generative 3d art nft on polkadot,1,0.02%,[3241]
the first retro gan nft to be featured in chickadee magazine,1,0.02%,[5115]
the first stylegan nft on eos deemed to be a schelling point by a dao,1,0.02%,[336]
the first user-curated generative literature nft redeemable for physical toilet paper,1,0.02%,[4025]
the first quantum ai gan nft to be sold at sotheby's for a pittance,1,0.02%,[637]
the first low effort short form generative dick pic nft that you 'should not sleep on' as declared by artchick,1,0.02%,[6729]
the first community oriented short form generative architecture nft on ethereum that you 'should not sleep on' as declared by a dao vote,1,0.02%,[7505]
the first solar powered quantum ai gan nft on eos made entirely with 100% on-chain code,1,0.02%,[171337]
the first gan nft deemed to be a schelling point by the vatican,1,0.02%,[885]
the first play-to-earn cherrypicked generative cellular automata art nft hacked by rhea myers,1,0.02%,[20946]
the first short form generative poetry nft on polkadot to be sold at mcdonald's,1,0.02%,[134006]
the first windows 95 screensaver nft on ethereum to be sold at sotheby's,1,0.02%,[3471]
the first playful user-curated generative text nft with pixel data stored in svg format in a rolodex,1,0.02%,[375]
the first stylegan nft on bsc,1,0.02%,[73624]
the first solar powered fruit themed pfp nft with metadata stored in wav format in the glove compartment,1,0.02%,[30000]
the first windows 95 screensaver nft on polkadot to pass the turing test,1,0.02%,[3036]
the first pixel art nft denounced as 'low effort' by dcinvestor,1,0.02%,[1997]
the first user-curated generative nuclear audio nft on polygon to be featured in playboy magazine,1,0.02%,[4342]
the first deflationary fruit themed 10k avatar nft to be featured in the onion,1,0.02%,[1605]
the first short form generative flow field text nft redeemable for physical streetwear,1,0.02%,[7456]
the first pixel art nft on bsc deemed culturally significant by the vatican,1,0.02%,[122333]
the first edible quantum ai gan nft to be sold at a yardsale,1,0.02%,[1607]
the first erotic animal themed 10k avatar nft on bsc deemed a historical artifact by a dao vote,1,0.02%,[1789]
the first playful long form generative music nft redeemable for physical toilet paper,1,0.02%,[844]
the first collectible dick pic nft,1,0.02%,[8633]
the first nft declared to be a 'good bet' by dcinvestor,1,0.02%,[23852]
the first play-to-earn cherrypicked generative audio nft on solana,1,0.02%,[3035]
the first low effort conceptual art nft that can be staked for fastcash,1,0.02%,[7248]
the first animal themed pfp nft with audio data stored in morse code on punchcards,1,0.02%,[87311]
the first retro quantum ai gan nft on tezos that you 'should not sleep on' as declared by the vatican,1,0.02%,[1606]
the first play-to-earn nft on bsc to have their floor swept by an art critic,1,0.02%,[248]
the first erotic female ai chatbot nft on polkadot to be featured on the shopping network,1,0.02%,[3445]
the first cherrypicked generative nuclear dick pic nft,1,0.02%,[73622]
the first collaborative long form generative music nft deemed a historical artifact by the vatican,1,0.02%,[1648]
the first conceptual art nft with audio data stored on a sidechain,1,0.02%,[73623]
the first low effort female ai chatbot nft on eos cornered by a vc fund,1,0.02%,[5462]
the first erotic loot-derivative fruit themed pfp nft hyper commodified by the us government,1,0.02%,[1203]
the first inflationary animal themed 10k avatar nft to sell out immediately,1,0.02%,[4730]
the first erotic short form generative art nft on tezos to be featured in playboy magazine,1,0.02%,[7663]
the first 10k avatar nft on eos to be featured on the shopping network,1,0.02%,[42423]
the first short form generative literature nft on namecoin deemed historic by the sec,1,0.02%,[3441]
the first viral short form generative literature nft on polygon that mutates over time,1,0.02%,[55800]
the first on-chain long form generative audio nft with audio data stored in svg format on punchcards,1,0.02%,[5235]
the first cherrypicked generative volumetric poetry nft inspired by libertarianism,1,0.02%,[5240]
the first female ai chatbot nft on solana to be airdropped to avastar burners,1,0.02%,[41070]
the first conceptual art nft on ethereum with audio data stored in morse code in contract storage,1,0.02%,[33470]
the first techno utopian long form generative flow field smell-o-vision nft on bsc with metadata stored in wav format on arweave,1,0.02%,[4731]
the first techno utopian long form generative architecture nft on ethereum redeemable for a physical copy,1,0.02%,[247]
the first ab-derivative pirate themed 10k avatar nft on tezos to be featured in chickadee magazine,1,0.02%,[994]
the first gan nft on eos with pixel data stored in morse code on arweave,1,0.02%,[24837]
the first ahistorical cherrypicked generative poetry nft deemed a historic technical achievement by a dao,1,0.02%,[5233]
the first edible 10k avatar nft that time locks based on geographic location,1,0.02%,[64701]
the first play-to-earn mooncat-derivative fruit themed pfp nft on polygon to sell out immediately,1,0.02%,[4732]
the first retro audio nft on cardano to be featured on a billboard,1,0.02%,[5229]
the first short form generative cellular automata literature nft on cardano hacked by pranksy,1,0.02%,[5239]
the first windows 95 screensaver nft shilled by an academic institution,1,0.02%,[5224]
the first edible 10k avatar nft on tezos with metadata stored in betamax format in the glove compartment,1,0.02%,[5002]
the first body parts 10k avatar nft on solana redeemable for rock salt,1,0.02%,[2052]
the first vegan pixel art nft on ethereum to be sold at sotheby's for a record price,1,0.02%,[4733]
the first collaborative cherrypicked generative spirograph poetry nft on polygon to donate millions to charity,1,0.02%,[5220]
the first user-curated generative recursive audio nft to be featured in the onion,1,0.02%,[5228]
the first low effort generative art nft to sell out immediately,1,0.02%,[5234]
the first 1/1 body parts pfp nft on polkadot with rgb values stored in betamax format in the glove compartment,1,0.02%,[2678]
the first short form generative spirograph dick pic nft to be sold at a yardsale,1,0.02%,[5223]
the first generative art nft inspired by greed,1,0.02%,[5238]
the first on-chain generative art nft to run a four minute mile,1,0.02%,[2233]
the first serious user-curated generative recursive audio nft to be sold on a linearly increasing price ramp,1,0.02%,[54320]
the first copy minted quantum ai gan nft heralded as a 'new art movement' by the sec,1,0.02%,[5232]
the first user-curated generative art nft that can be staked for rock salt,1,0.02%,[5226]
the first user-curated generative poetry nft cornered by the crypto nouveau-riche,1,0.02%,[5237]
the first copy minted long form generative flow field dick pic nft on eos to be featured on the shopping network,1,0.02%,[5219]
the first rock pfp nft on namecoin made entirely with 100% vanilla javascript,1,0.02%,[21222]
the first erotic conceptual art nft to be airdropped to ab holders,1,0.02%,[5231]
the first conceptual art nft on namecoin to be airdropped to autoglyph holders,1,0.02%,[5225]
the first stylegan nft on namecoin inspired by abstract expresionism,1,0.02%,[511]
the first quantum ai gan nft inspired by techno utopianism,1,0.02%,[7757]
the first short form generative flow field art nft on namecoin inspired by abstract expresionism,1,0.02%,[3765]
the first erotic 10k avatar nft deemed to be moma material by the sec,1,0.02%,[5218]
the first short form generative flow field smell-o-vision nft on bsc denounced as 'low effort' by the new york times,1,0.02%,[78914]
the first short form generative literature nft on ethereum to be featured at the moma,1,0.02%,[8866]
the first viral windows 95 screensaver nft on polygon to donate millions to charity,1,0.02%,[75649]
the first composable furniture themed 10k avatar nft on polkadot to complete a transatlantic flight,1,0.02%,[1520]
the first copy minted ab-derivative animal themed 10k avatar nft monopolized by a washed up celebrity,1,0.02%,[6372]
